Date,Temperature,Humidity,Precipitation,WindSpeed,SolarRadiation,SoilMoisture,WeatherDescription
2021-09-16,16.82,78.19,1.5,9.66,318.57,10.11,Ventoso
2021-09-17,11.34,70.27,0.92,5.35,135.88,7.95,Sereno
2021-09-18,18.17,73.31,1.08,8.74,365.89,5.53,Ventoso
2021-09-19,17.79,82.55,0.07,1.25,323.87,19.41,Sereno
2021-09-20,12.55,72.88,1.42,4.88,683.7,19.74,Sereno
2021-09-21,16.06,65.0,1.21,7.13,566.95,14.54,Sereno
2021-09-22,11.99,54.5,0.65,8.28,158.71,10.15,Ventoso
2021-09-23,15.2,81.89,1.45,5.99,304.74,12.28,Sereno
2021-09-24,16.84,56.61,1.23,4.34,245.46,10.06,Sereno
2021-09-25,17.85,68.75,1.8,9.51,748.77,10.35,Ventoso
2021-09-26,11.67,83.98,1.15,7.38,317.02,8.52,Sereno
2021-09-27,17.4,69.12,0.83,3.67,785.77,5.72,Sereno
2021-09-28,19.56,83.13,0.14,8.56,107.91,8.88,Ventoso
2021-09-29,13.11,65.37,1.45,9.19,403.84,5.35,Ventoso
2021-09-30,10.2,69.69,0.21,9.3,181.52,16.87,Ventoso
2021-10-01,10.58,73.97,4.57,3.97,187.61,17.88,Possibile pioggia
2021-10-02,10.71,75.2,7.18,3.71,71.43,45.76,Possibile pioggia
2021-10-03,13.31,55.91,2.72,9.64,191.99,31.73,Ventoso
2021-10-04,15.15,67.56,3.25,5.62,53.9,27.3,Possibile pioggia
2021-10-05,17.62,82.8,0.71,5.73,140.24,39.99,Sereno
2021-10-06,11.81,54.32,1.3,7.35,155.6,10.26,Sereno
2021-10-07,15.04,52.19,1.35,3.92,185.73,12.18,Sereno
2021-10-08,11.96,60.49,9.57,3.43,162.15,29.57,Forte pioggia
2021-10-09,12.74,88.79,5.32,8.81,181.82,36.36,Ventoso
2021-10-10,18.92,50.66,3.91,3.43,228.28,38.29,Possibile pioggia
2021-10-11,12.0,69.11,1.96,7.49,185.48,49.63,Sereno
2021-10-12,16.44,89.25,1.3,7.38,86.32,25.39,Sereno
2021-10-13,17.03,52.44,7.27,8.25,117.8,22.25,Ventoso
2021-10-14,17.67,56.8,2.64,8.74,232.48,44.37,Ventoso
2021-10-15,11.57,62.56,3.66,1.21,152.89,14.18,Possibile pioggia
2021-10-16,19.76,68.28,4.51,3.94,89.52,42.14,Possibile pioggia
2021-10-17,11.57,84.36,3.55,2.53,242.81,29.86,Possibile pioggia
2021-10-18,20.0,61.01,5.0,7.57,158.39,47.97,Possibile pioggia
2021-10-19,11.41,69.91,5.59,6.11,92.56,16.06,Possibile pioggia
2021-10-20,11.12,70.26,7.98,6.46,236.67,32.74,Possibile pioggia
2021-10-21,18.73,80.69,2.67,8.45,207.47,17.27,Ventoso
2021-10-22,19.13,80.31,7.98,0.67,83.5,24.68,Possibile pioggia
2021-10-23,18.17,75.35,6.81,5.21,72.17,20.85,Possibile pioggia
2021-10-24,10.07,72.31,4.81,4.75,112.03,15.36,Possibile pioggia
2021-10-25,16.73,58.47,4.99,2.95,234.87,20.19,Possibile pioggia
2021-10-26,10.32,84.93,4.67,9.43,272.41,21.75,Ventoso
2021-10-27,17.91,69.0,5.14,8.17,234.41,43.57,Ventoso
2021-10-28,17.38,52.99,6.89,1.51,163.82,13.26,Possibile pioggia
2021-10-29,19.31,53.64,6.43,2.87,83.73,21.27,Possibile pioggia
2021-10-30,17.66,77.07,4.43,3.88,138.42,12.9,Possibile pioggia
2021-10-31,18.71,63.89,9.6,4.75,183.3,36.27,Forte pioggia
2021-11-01,12.05,86.01,8.16,2.65,182.49,24.87,Forte pioggia
2021-11-02,11.22,66.06,5.88,7.99,186.23,12.5,Possibile pioggia
2021-11-03,19.78,84.71,1.5,5.16,287.47,14.45,Sereno
2021-11-04,10.11,63.66,1.63,7.53,98.59,43.78,Sereno
2021-11-05,13.56,50.52,2.93,7.25,138.43,11.94,Sereno
2021-11-06,18.42,52.2,9.56,1.5,195.83,23.01,Forte pioggia
2021-11-07,12.39,72.27,4.43,8.24,59.14,17.63,Ventoso
2021-11-08,14.49,78.45,9.94,7.08,78.35,45.36,Forte pioggia
2021-11-09,16.88,76.5,2.89,5.12,130.52,44.22,Sereno
2021-11-10,15.65,88.31,7.43,8.01,137.46,30.83,Ventoso
2021-11-11,13.22,79.01,9.18,9.07,155.22,17.46,Forte pioggia
2021-11-12,12.87,77.87,1.04,0.85,220.25,29.52,Sereno
2021-11-13,15.9,64.15,0.81,6.29,288.58,25.03,Sereno
2021-11-14,14.65,50.38,7.64,7.34,286.64,30.02,Possibile pioggia
2021-11-15,12.34,60.95,8.7,8.89,80.73,21.2,Forte pioggia
2021-11-16,13.49,51.39,9.27,4.93,278.25,17.64,Forte pioggia
2021-11-17,15.56,63.55,2.52,4.76,124.7,46.29,Sereno
2021-11-18,16.03,89.07,4.06,4.48,96.71,34.62,Possibile pioggia
2021-11-19,12.79,73.71,8.45,2.85,58.74,30.93,Forte pioggia
2021-11-20,18.1,51.7,6.5,3.19,263.3,10.85,Possibile pioggia
2021-11-21,10.96,69.68,9.75,9.77,148.83,40.77,Forte pioggia
2021-11-22,16.3,81.67,5.89,3.29,253.76,45.17,Possibile pioggia
2021-11-23,11.3,62.16,6.8,6.06,152.91,20.09,Possibile pioggia
2021-11-24,18.39,66.91,2.23,2.13,280.67,11.97,Sereno
2021-11-25,13.95,66.41,4.34,5.61,50.27,33.48,Possibile pioggia
2021-11-26,15.16,54.05,1.6,1.04,187.85,43.54,Sereno
2021-11-27,12.58,62.28,0.73,5.33,83.45,30.54,Sereno
2021-11-28,15.36,81.58,4.56,3.9,155.46,30.89,Possibile pioggia
2021-11-29,13.4,60.62,7.91,8.77,228.39,36.6,Ventoso
2021-11-30,12.46,82.11,5.36,7.52,247.25,49.99,Possibile pioggia
2021-12-01,12.86,74.19,1.5,4.23,284.68,43.33,Sereno
2021-12-02,9.77,82.68,3.08,4.88,76.26,26.52,Possibile pioggia
2021-12-03,9.26,85.1,6.82,4.06,226.34,48.23,Possibile pioggia
2021-12-04,11.83,61.24,4.3,5.98,109.14,47.08,Possibile pioggia
2021-12-05,14.89,60.44,8.27,6.18,92.65,46.74,Forte pioggia
2021-12-06,14.85,50.99,0.83,8.92,156.82,21.49,Ventoso
2021-12-07,11.6,84.75,5.23,2.43,178.16,26.21,Possibile pioggia
2021-12-08,7.69,53.9,2.56,9.52,62.85,17.1,Ventoso
2021-12-09,10.26,84.59,3.74,7.29,252.18,31.96,Possibile pioggia
2021-12-10,7.55,56.85,8.26,1.47,102.27,26.24,Forte pioggia
2021-12-11,7.55,58.86,6.34,7.74,265.39,27.33,Possibile pioggia
2021-12-12,10.08,60.3,9.74,9.17,216.93,27.94,Forte pioggia
2021-12-13,8.4,69.32,6.65,1.3,222.76,26.28,Possibile pioggia
2021-12-14,12.75,70.99,3.45,0.79,235.5,35.06,Possibile pioggia
2021-12-15,13.98,52.75,5.91,4.37,169.99,21.35,Possibile pioggia
2021-12-16,12.98,75.87,6.69,7.91,220.98,44.58,Possibile pioggia
2021-12-17,12.5,73.49,3.2,6.32,193.72,16.32,Possibile pioggia
2021-12-18,5.89,64.6,3.28,2.61,96.55,31.36,Possibile pioggia
2021-12-19,13.23,64.78,9.19,3.9,250.6,28.76,Forte pioggia
2021-12-20,6.62,51.76,8.69,3.29,158.62,40.29,Forte pioggia
2021-12-21,8.47,60.52,1.0,1.71,206.14,13.53,Sereno
2021-12-22,5.04,66.26,1.41,1.98,56.73,25.75,Sereno
2021-12-23,12.32,81.07,3.7,5.47,95.2,27.9,Possibile pioggia
2021-12-24,6.46,57.35,5.71,9.08,117.97,43.45,Ventoso
2021-12-25,14.68,86.01,9.7,8.21,226.56,21.85,Forte pioggia
2021-12-26,8.31,73.7,8.22,1.27,262.29,32.46,Forte pioggia
2021-12-27,14.89,85.66,0.17,2.88,92.52,30.19,Sereno
2021-12-28,11.5,87.44,4.09,6.56,61.21,42.19,Possibile pioggia
2021-12-29,7.99,64.73,9.41,1.52,240.12,13.38,Forte pioggia
2021-12-30,14.05,61.33,9.04,4.66,223.24,34.77,Forte pioggia
2021-12-31,13.98,59.2,3.04,5.4,278.37,42.37,Possibile pioggia
2022-01-01,14.2,60.38,7.05,3.27,138.91,12.01,Possibile pioggia
2022-01-02,10.21,73.61,0.04,9.36,78.32,26.28,Ventoso
2022-01-03,13.89,66.0,4.78,2.62,145.3,33.91,Possibile pioggia
2022-01-04,12.28,51.07,3.48,9.4,223.32,23.71,Ventoso
2022-01-05,14.88,53.73,0.13,4.32,157.86,16.64,Sereno
2022-01-06,14.29,89.54,3.24,8.39,66.28,15.04,Ventoso
2022-01-07,11.81,75.21,8.56,9.41,214.83,13.72,Forte pioggia
2022-01-08,10.08,72.14,8.14,3.07,92.88,21.43,Forte pioggia
2022-01-09,5.7,83.72,5.12,4.38,233.93,27.04,Possibile pioggia
2022-01-10,11.46,72.98,6.13,5.04,228.76,47.22,Possibile pioggia
2022-01-11,10.51,81.07,3.23,7.37,183.51,12.41,Possibile pioggia
2022-01-12,5.11,80.77,9.14,0.92,160.93,26.72,Forte pioggia
2022-01-13,12.64,72.61,7.43,6.43,127.0,23.8,Possibile pioggia
2022-01-14,8.64,56.04,6.34,6.49,75.57,10.22,Possibile pioggia
2022-01-15,9.6,61.46,0.46,7.7,108.42,33.21,Sereno
2022-01-16,12.09,58.72,8.52,5.95,153.7,28.89,Forte pioggia
2022-01-17,9.41,57.58,7.44,7.6,179.4,45.03,Possibile pioggia
2022-01-18,11.88,88.16,0.16,1.68,141.95,28.67,Sereno
2022-01-19,11.22,55.86,8.93,8.11,116.51,36.52,Forte pioggia
2022-01-20,11.48,68.64,9.16,9.33,82.54,27.06,Forte pioggia
2022-01-21,7.34,59.27,0.97,1.79,286.87,42.13,Sereno
2022-01-22,9.47,83.82,5.3,6.58,96.75,21.51,Possibile pioggia
2022-01-23,14.23,82.11,3.13,8.64,214.28,31.87,Ventoso
2022-01-24,10.35,59.15,6.29,0.9,62.4,34.01,Possibile pioggia
2022-01-25,13.17,84.06,1.96,8.86,270.11,17.57,Ventoso
2022-01-26,13.9,51.44,9.01,8.79,235.15,49.01,Forte pioggia
2022-01-27,5.57,56.99,4.09,5.85,246.32,33.15,Possibile pioggia
2022-01-28,5.51,80.78,2.83,1.53,182.84,35.36,Sereno
2022-01-29,11.05,68.12,7.4,3.38,84.03,28.48,Possibile pioggia
2022-01-30,8.57,62.28,8.49,7.9,162.26,28.57,Forte pioggia
2022-01-31,14.34,63.08,3.83,1.02,270.51,25.94,Possibile pioggia
2022-02-01,10.12,62.9,7.13,2.69,178.32,47.68,Possibile pioggia
2022-02-02,8.29,73.48,9.99,5.98,114.99,34.58,Forte pioggia
2022-02-03,8.26,72.23,1.92,3.96,136.19,38.65,Sereno
2022-02-04,8.74,65.51,6.73,9.02,258.59,26.66,Ventoso
2022-02-05,10.85,74.77,4.43,3.4,89.33,44.04,Possibile pioggia
2022-02-06,8.85,52.78,0.55,2.37,76.14,39.4,Sereno
2022-02-07,10.39,60.06,2.48,1.27,277.49,45.4,Sereno
2022-02-08,11.24,80.18,2.12,8.87,182.7,34.59,Ventoso
2022-02-09,9.79,62.74,9.56,4.11,137.64,49.78,Forte pioggia
2022-02-10,8.53,74.45,4.68,0.98,286.32,44.56,Possibile pioggia
2022-02-11,8.07,66.66,2.92,7.29,168.1,20.67,Sereno
2022-02-12,5.91,62.77,9.38,3.43,177.57,12.87,Forte pioggia
2022-02-13,7.97,74.12,8.09,8.9,168.32,24.56,Forte pioggia
2022-02-14,13.27,62.68,2.48,7.93,290.92,39.89,Sereno
2022-02-15,9.93,60.48,4.5,4.69,196.26,22.93,Possibile pioggia
2022-02-16,10.27,77.63,1.48,2.59,54.34,42.55,Sereno
2022-02-17,14.96,62.48,8.51,1.86,210.41,35.48,Forte pioggia
2022-02-18,11.88,65.1,8.16,1.59,236.2,28.56,Forte pioggia
2022-02-19,8.57,86.9,9.3,2.27,62.89,12.62,Forte pioggia
2022-02-20,13.96,65.39,1.0,8.89,258.23,32.93,Ventoso
2022-02-21,12.78,85.53,1.45,8.75,202.42,18.11,Ventoso
2022-02-22,10.91,87.48,0.47,7.81,219.5,33.72,Sereno
2022-02-23,13.84,79.88,4.44,7.89,275.74,21.44,Possibile pioggia
2022-02-24,6.32,71.11,4.19,3.37,185.62,35.32,Possibile pioggia
2022-02-25,13.38,64.86,5.34,4.64,268.47,37.24,Possibile pioggia
2022-02-26,9.56,75.09,6.17,3.7,69.19,43.52,Possibile pioggia
2022-02-27,9.39,78.84,8.33,7.7,236.14,31.45,Forte pioggia
2022-02-28,6.27,81.97,7.23,4.02,54.7,26.68,Possibile pioggia
2022-03-01,17.32,83.37,3.61,1.58,206.2,16.7,Possibile pioggia
2022-03-02,17.56,87.06,1.91,0.82,148.44,15.9,Sereno
2022-03-03,14.59,68.85,9.16,8.45,256.4,38.76,Forte pioggia
2022-03-04,17.45,64.77,2.67,8.35,91.15,33.18,Ventoso
2022-03-05,15.68,81.68,1.38,3.76,163.61,32.68,Sereno
2022-03-06,24.66,50.14,3.22,7.33,230.82,44.63,Possibile pioggia
2022-03-07,24.14,53.09,6.22,6.57,254.2,39.55,Possibile pioggia
2022-03-08,14.87,66.17,9.06,6.11,299.14,42.45,Forte pioggia
2022-03-09,21.6,69.92,8.45,9.73,140.62,47.26,Forte pioggia
2022-03-10,17.58,84.65,1.54,6.11,97.63,34.23,Sereno
2022-03-11,21.97,56.44,4.88,5.56,77.17,34.32,Possibile pioggia
2022-03-12,13.33,76.6,3.63,4.52,146.33,13.3,Possibile pioggia
2022-03-13,18.7,55.75,6.94,4.91,86.53,19.02,Possibile pioggia
2022-03-14,23.2,77.77,0.97,9.18,50.76,37.17,Ventoso
2022-03-15,22.12,69.63,1.37,3.39,197.1,12.09,Sereno
2022-03-16,15.96,76.1,2.7,4.99,87.21,46.99,Sereno
2022-03-17,22.13,58.8,5.45,6.45,171.85,41.1,Possibile pioggia
2022-03-18,10.84,88.57,9.34,2.7,287.27,15.69,Forte pioggia
2022-03-19,19.31,77.7,6.46,2.4,234.73,32.4,Possibile pioggia
2022-03-20,10.48,54.77,2.31,2.52,216.84,42.62,Sereno
2022-03-21,17.74,51.4,7.72,8.1,183.93,20.07,Ventoso
2022-03-22,21.39,80.99,9.02,4.6,95.89,30.28,Forte pioggia
2022-03-23,17.34,67.03,0.55,8.37,271.51,24.99,Ventoso
2022-03-24,23.65,87.9,5.92,9.46,207.88,35.51,Ventoso
2022-03-25,13.16,59.85,8.42,2.64,262.1,30.63,Forte pioggia
2022-03-26,17.83,78.77,8.11,5.12,131.75,10.91,Forte pioggia
2022-03-27,10.13,70.31,1.13,0.78,270.07,29.14,Sereno
2022-03-28,11.98,57.04,0.98,3.73,209.79,28.61,Sereno
2022-03-29,15.42,74.13,8.62,9.32,257.82,35.12,Forte pioggia
2022-03-30,21.46,80.04,8.01,9.95,70.31,24.96,Forte pioggia
2022-03-31,18.49,57.3,1.26,1.01,165.47,28.57,Sereno
2022-04-01,14.26,67.95,0.81,6.27,59.48,15.36,Sereno
2022-04-02,14.17,88.63,1.35,6.02,117.99,11.54,Sereno
2022-04-03,24.34,57.12,1.03,4.6,106.49,9.03,Sereno
2022-04-04,24.81,70.37,1.11,1.98,189.71,8.23,Sereno
2022-04-05,19.27,82.58,0.54,4.76,161.81,16.46,Sereno
2022-04-06,13.06,76.38,1.36,8.18,278.98,13.44,Ventoso
2022-04-07,24.16,67.29,0.43,6.27,212.43,17.3,Sereno
2022-04-08,15.98,87.55,1.36,4.25,246.84,10.98,Sereno
2022-04-09,10.08,67.75,0.46,4.08,194.06,13.06,Sereno
2022-04-10,19.22,58.96,1.52,2.62,271.73,6.69,Sereno
2022-04-11,11.53,60.24,1.88,4.11,105.34,13.32,Sereno
2022-04-12,14.87,50.22,0.23,6.04,165.51,9.88,Sereno
2022-04-13,23.04,66.97,1.53,2.17,267.99,6.12,Sereno
2022-04-14,16.22,82.68,1.81,9.06,133.53,8.71,Ventoso
2022-04-15,17.84,81.57,1.33,8.2,148.41,9.61,Ventoso
2022-04-16,14.3,55.93,0.52,9.79,167.96,6.21,Ventoso
2022-04-17,20.77,87.06,1.4,2.46,272.02,14.02,Sereno
2022-04-18,13.22,81.26,1.52,4.42,92.04,7.65,Sereno
2022-04-19,18.2,66.81,0.85,8.0,238.14,5.67,Sereno
2022-04-20,10.44,68.67,0.48,9.71,71.83,5.44,Ventoso
2022-04-21,19.93,81.12,1.76,4.51,204.44,8.37,Sereno
2022-04-22,14.35,67.93,0.88,7.57,52.95,7.12,Sereno
2022-04-23,14.71,71.01,1.27,8.54,197.68,15.08,Ventoso
2022-04-24,16.4,64.23,0.74,9.23,262.17,15.48,Ventoso
2022-04-25,21.16,86.02,1.45,6.42,63.02,11.52,Sereno
2022-04-26,24.41,88.87,0.78,9.76,161.21,16.39,Ventoso
2022-04-27,20.65,70.2,1.7,4.84,125.25,16.0,Sereno
2022-04-28,19.03,60.53,0.05,5.51,227.42,7.46,Sereno
2022-04-29,19.38,73.51,0.29,4.78,130.46,13.86,Sereno
2022-04-30,10.6,62.1,1.73,5.69,108.51,5.32,Sereno
2022-05-01,21.33,70.22,1.96,5.96,205.06,18.75,Sereno
2022-05-02,12.86,61.92,0.71,4.93,401.22,17.68,Sereno
2022-05-03,18.98,58.87,0.8,6.41,754.44,14.56,Sereno
2022-05-04,15.38,75.09,1.82,4.23,228.02,18.68,Sereno
2022-05-05,12.79,74.11,0.16,8.05,137.37,14.66,Ventoso
2022-05-06,15.23,73.56,0.71,5.2,576.5,6.5,Sereno
2022-05-07,17.58,58.78,1.55,0.74,192.99,12.71,Sereno
2022-05-08,18.21,88.51,0.57,1.38,289.25,14.14,Sereno
2022-05-09,22.68,64.33,0.36,4.64,186.65,16.5,Sereno
2022-05-10,21.3,69.14,0.1,2.23,164.49,17.38,Sereno
2022-05-11,21.9,80.11,0.83,1.7,569.63,6.41,Sereno
2022-05-12,19.96,87.08,0.43,6.73,548.51,5.8,Sereno
2022-05-13,13.03,84.47,0.36,1.04,506.09,9.47,Sereno
2022-05-14,16.55,79.5,1.07,5.07,642.62,14.82,Sereno
2022-05-15,22.08,63.83,0.59,3.61,405.18,17.39,Sereno
2022-05-16,18.09,56.96,1.45,4.03,799.95,12.14,Sereno
2022-05-17,13.78,54.45,0.56,1.89,737.2,7.86,Sereno
2022-05-18,22.19,59.74,0.65,2.16,444.53,14.37,Sereno
2022-05-19,17.78,73.46,1.46,1.56,681.89,8.47,Sereno
2022-05-20,18.09,55.77,1.92,9.98,541.82,16.94,Ventoso
2022-05-21,14.73,54.88,0.9,9.45,335.66,8.74,Ventoso
2022-05-22,12.78,65.4,0.37,8.72,213.78,17.07,Ventoso
2022-05-23,14.29,71.03,0.68,1.56,243.39,7.3,Sereno
2022-05-24,12.71,58.8,1.25,6.43,665.94,16.68,Sereno
2022-05-25,11.96,81.97,0.2,5.71,694.96,13.85,Sereno
2022-05-26,11.15,75.45,0.13,4.01,160.8,18.36,Sereno
2022-05-27,19.79,71.47,0.01,4.73,620.16,12.86,Sereno
2022-05-28,24.29,50.95,1.44,2.82,687.92,14.36,Sereno
2022-05-29,10.52,62.0,0.44,9.82,613.0,10.25,Ventoso
2022-05-30,13.51,51.28,1.78,9.08,389.62,8.73,Ventoso
2022-05-31,10.21,70.19,1.57,8.89,239.65,12.44,Ventoso
2022-06-01,27.78,69.97,0.98,8.3,174.98,5.02,Ventoso
2022-06-02,34.82,75.26,1.64,9.97,556.18,10.56,Soleggiato e caldo
2022-06-03,33.33,72.58,1.75,2.83,479.64,12.82,Soleggiato e caldo
2022-06-04,31.83,51.46,0.94,7.89,385.24,7.7,Soleggiato e caldo
2022-06-05,29.45,51.6,1.09,2.67,585.93,10.0,Soleggiato e caldo
2022-06-06,33.02,65.18,0.82,6.89,169.39,9.55,Soleggiato e caldo
2022-06-07,33.22,88.27,0.01,9.85,103.21,17.46,Soleggiato e caldo
2022-06-08,28.64,65.02,1.79,6.65,277.57,19.94,Soleggiato e caldo
2022-06-09,29.15,82.51,0.95,1.33,441.98,17.62,Soleggiato e caldo
2022-06-10,28.9,71.02,0.36,9.6,665.51,12.03,Soleggiato e caldo
2022-06-11,30.92,61.22,1.35,9.84,657.18,11.7,Soleggiato e caldo
2022-06-12,25.54,81.34,0.21,1.86,116.32,12.14,Sereno
2022-06-13,29.09,73.8,1.83,8.03,625.1,14.32,Soleggiato e caldo
2022-06-14,31.26,50.07,0.83,2.26,347.88,11.51,Soleggiato e caldo
2022-06-15,29.92,80.74,0.31,7.61,378.18,6.33,Soleggiato e caldo
2022-06-16,26.71,85.03,0.12,2.88,528.57,19.06,Sereno
2022-06-17,33.85,62.14,1.76,7.48,546.65,11.82,Soleggiato e caldo
2022-06-18,31.18,65.27,1.75,7.85,376.24,18.27,Soleggiato e caldo
2022-06-19,26.69,75.63,0.33,6.33,355.12,8.47,Sereno
2022-06-20,29.95,58.55,1.88,2.46,544.41,14.13,Soleggiato e caldo
2022-06-21,30.26,50.17,1.39,7.66,272.96,18.6,Soleggiato e caldo
2022-06-22,25.32,87.77,1.22,0.69,572.67,15.8,Sereno
2022-06-23,28.43,66.43,1.42,3.67,486.67,12.8,Soleggiato e caldo
2022-06-24,34.76,56.48,1.62,1.38,736.36,12.59,Soleggiato e caldo
2022-06-25,25.85,60.21,1.52,6.82,422.58,5.77,Sereno
2022-06-26,33.4,84.39,0.49,7.62,222.29,12.19,Soleggiato e caldo
2022-06-27,33.64,78.36,0.69,4.26,311.3,14.47,Soleggiato e caldo
2022-06-28,25.39,70.73,1.84,8.62,205.75,15.92,Ventoso
2022-06-29,33.64,62.51,0.3,5.36,441.77,10.37,Soleggiato e caldo
2022-06-30,32.56,74.25,0.01,1.32,471.07,8.51,Soleggiato e caldo
2022-07-01,28.68,53.4,1.99,4.47,235.77,16.34,Soleggiato e caldo
2022-07-02,25.27,72.26,0.9,8.27,207.01,15.25,Ventoso
2022-07-03,28.86,83.21,0.72,0.57,459.93,7.78,Soleggiato e caldo
2022-07-04,28.38,58.73,1.76,9.01,412.71,7.46,Soleggiato e caldo
2022-07-05,27.34,82.93,1.99,0.54,691.37,13.7,Sereno
2022-07-06,25.51,78.51,1.46,4.79,394.76,12.66,Sereno
2022-07-07,32.27,86.48,1.65,4.33,564.35,13.88,Soleggiato e caldo
2022-07-08,32.34,70.58,1.1,0.76,109.48,14.01,Soleggiato e caldo
2022-07-09,29.14,66.25,0.86,6.29,780.19,9.62,Soleggiato e caldo
2022-07-10,27.24,57.17,0.85,6.01,388.51,11.65,Sereno
2022-07-11,34.27,88.14,0.28,6.22,656.51,18.43,Soleggiato e caldo
2022-07-12,27.87,87.62,1.79,9.04,392.75,7.93,Ventoso
2022-07-13,26.57,64.76,0.6,2.82,770.75,18.24,Sereno
2022-07-14,27.71,73.17,0.82,6.32,740.67,17.81,Sereno
2022-07-15,29.39,63.75,1.66,1.22,533.6,15.54,Soleggiato e caldo
2022-07-16,30.14,83.64,1.73,2.47,159.74,11.71,Soleggiato e caldo
2022-07-17,26.22,65.15,1.5,5.23,383.32,10.28,Sereno
2022-07-18,34.08,56.3,1.19,8.26,209.53,15.12,Soleggiato e caldo
2022-07-19,26.09,74.17,0.48,0.82,432.28,12.2,Sereno
2022-07-20,33.7,86.07,1.0,2.39,579.77,8.25,Soleggiato e caldo
2022-07-21,33.52,88.88,0.56,9.17,418.58,8.89,Soleggiato e caldo
2022-07-22,29.12,56.97,1.26,7.01,262.51,16.76,Soleggiato e caldo
2022-07-23,27.48,71.66,0.57,1.08,685.56,8.09,Sereno
2022-07-24,32.36,56.61,1.57,0.83,388.36,6.09,Soleggiato e caldo
2022-07-25,31.93,78.56,0.96,2.36,314.56,14.92,Soleggiato e caldo
2022-07-26,34.49,53.04,0.37,5.26,400.05,8.25,Soleggiato e caldo
2022-07-27,30.23,84.09,1.23,1.83,211.49,15.76,Soleggiato e caldo
2022-07-28,32.95,76.32,0.43,4.51,130.41,6.25,Soleggiato e caldo
2022-07-29,26.28,63.25,0.85,7.09,729.76,16.28,Sereno
2022-07-30,25.99,66.57,1.43,6.94,734.02,14.16,Sereno
2022-07-31,27.33,55.84,0.94,5.16,469.11,19.13,Sereno
2022-08-01,26.78,67.22,0.41,4.22,601.87,12.02,Sereno
2022-08-02,34.25,55.18,1.72,6.82,153.12,10.02,Soleggiato e caldo
2022-08-03,32.91,53.77,0.99,2.32,214.61,5.06,Soleggiato e caldo
2022-08-04,31.83,53.82,0.89,2.59,485.46,18.44,Soleggiato e caldo
2022-08-05,33.67,68.56,1.53,8.13,704.07,10.99,Soleggiato e caldo
2022-08-06,29.06,71.69,0.7,2.71,372.01,8.64,Soleggiato e caldo
2022-08-07,30.17,73.5,1.66,1.8,105.98,11.12,Soleggiato e caldo
2022-08-08,27.7,85.32,1.1,3.17,298.65,9.62,Sereno
2022-08-09,29.23,75.74,1.59,8.36,125.99,8.77,Soleggiato e caldo
2022-08-10,27.92,60.28,0.63,2.29,363.13,8.86,Sereno
2022-08-11,27.79,67.46,1.41,5.05,363.45,13.26,Sereno
2022-08-12,28.87,83.38,0.75,8.18,502.44,5.17,Soleggiato e caldo
2022-08-13,33.14,53.5,0.64,5.66,219.21,18.34,Soleggiato e caldo
2022-08-14,32.93,64.03,0.03,3.03,579.3,11.87,Soleggiato e caldo
2022-08-15,32.13,59.29,0.38,3.77,155.98,15.69,Soleggiato e caldo
2022-08-16,30.71,84.59,0.64,9.86,561.57,8.4,Soleggiato e caldo
2022-08-17,27.47,50.39,1.53,0.52,247.28,15.42,Sereno
2022-08-18,26.99,74.32,0.71,8.54,229.97,8.85,Ventoso
2022-08-19,30.85,77.83,0.93,2.98,342.26,19.9,Soleggiato e caldo
2022-08-20,32.75,82.96,0.39,7.89,358.67,12.28,Soleggiato e caldo
2022-08-21,25.47,72.74,0.78,1.62,533.23,7.9,Sereno
2022-08-22,33.81,86.32,1.58,1.04,350.91,5.23,Soleggiato e caldo
2022-08-23,29.53,59.58,1.87,7.38,299.96,14.96,Soleggiato e caldo
2022-08-24,32.61,71.43,0.69,0.57,110.66,17.72,Soleggiato e caldo
2022-08-25,28.77,72.09,0.22,8.09,703.96,6.69,Soleggiato e caldo
2022-08-26,33.49,80.62,0.19,2.05,232.09,6.82,Soleggiato e caldo
2022-08-27,26.04,80.01,0.03,9.83,794.22,10.89,Ventoso
2022-08-28,34.29,79.36,1.28,6.14,749.25,16.96,Soleggiato e caldo
2022-08-29,31.73,59.22,0.02,9.35,350.45,6.08,Soleggiato e caldo
2022-08-30,33.2,68.33,0.26,3.54,151.06,10.62,Soleggiato e caldo
2022-08-31,30.03,65.81,1.02,8.72,352.37,12.44,Soleggiato e caldo
2022-09-01,19.59,60.6,1.97,8.23,561.61,19.21,Ventoso
2022-09-02,11.96,76.6,1.92,1.44,327.89,12.37,Sereno
2022-09-03,17.87,78.05,0.55,7.79,214.87,18.21,Sereno
2022-09-04,19.99,65.7,0.26,5.75,158.41,11.18,Sereno
2022-09-05,19.08,86.71,1.73,2.97,635.37,13.41,Sereno
2022-09-06,16.13,63.48,0.71,4.26,294.13,6.86,Sereno
2022-09-07,14.5,54.17,0.5,7.99,454.45,17.89,Sereno
2022-09-08,15.2,59.52,1.41,2.23,754.48,17.92,Sereno
2022-09-09,11.64,63.94,0.68,0.92,651.5,9.88,Sereno
2022-09-10,15.15,64.59,0.53,4.16,534.23,15.36,Sereno
2022-09-11,11.11,59.79,0.55,3.66,392.08,14.93,Sereno
2022-09-12,17.27,74.34,0.83,6.34,645.31,12.61,Sereno
2022-09-13,17.91,77.53,0.3,5.25,741.01,7.59,Sereno
